ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Gloss,Central_Concept,Core_Concept
anacondawaterboa,ANACONDA (WATER BOA),,,896,ANACONDA (WATER BOA),,
beborn,BE BORN,,,1090,BE BORN,BECOME,
demon,DEMON,,,1973,DEMON,GHOST,
fishing,FISHING,,,2638,FISHING,,
jungle,JUNGLE,,,3808,JUNGLE,,
fur,FUR,,,580,FUR,FEATHER,
hammock,HAMMOCK,,,2019,HAMMOCK,,
jaguar,JAGUAR,,,1250,JAGUAR,JAGUAR,
people,PEOPLE,,,789,PEOPLE,MAN,
pierce,PIERCE,,,398,PIERCE,WEAVE,
rock,ROCK,,,668,ROCK,,
yes,YES,,,1268,YES,CORRECT (RIGHT),
banisterium,BANISTERIUM,,,276,BANISTERIUM,,
armadillo,ARMADILLO,,,1885,ARMADILLO,,
caiman,CAIMAN,,,2438,CAIMAN,,
rapids,RAPIDS,,,1670,RAPIDS,WATERFALL,
blowgun,BLOWGUN,,,432,BLOWGUN,,
chicha,CHICHA,,,441,CHICHA,,
chontapalm,CHONTA PALM,,,440,CHONTA PALM,,
crownofhead,CROWN (OF HEAD),,,1943,CROWN (OF HEAD),,
buzzard,BUZZARD,,,1865,BUZZARD,,
macaw,MACAW,,,1630,MACAW,,
maniocflour,MANIOC FLOUR,,,324,MANIOC FLOUR,,
leafleaflikeobject,LEAF (LEAFLIKE OBJECT),,,2250,LEAF (LEAFLIKE OBJECT),FEATHER,
island,ISLAND,,,622,ISLAND,COUNTRY,
whitelippedpeccary,WHITE-LIPPED PECCARY,,,436,WHITE-LIPPED PECCARY,COLLARED PECCARY,
puma,PUMA,,,1891,PUMA,JAGUAR,
parrot,PARROT,,,882,PARROT,,
spidermonkey,SPIDER MONKEY,,,434,SPIDER MONKEY,,
chiggoejiggerflea,CHIGGOE (JIGGER FLEA),,,438,CHIGGOE (JIGGER FLEA),,
swamp,SWAMP,,,1145,SWAMP,COUNTRY,
guan,GUAN,,,437,GUAN,GUAN,
curassow,CURASSOW,,,315,CURASSOW,GUAN,
parakeet,PARAKEET,,,886,PARAKEET,,
club,CLUB,,,1763,CLUB,POST,
oar,OAR,,,3137,OAR,,
collaredpeccary,COLLARED PECCARY,,,435,COLLARED PECCARY,COLLARED PECCARY,
cornfield,CORN FIELD,,,449,CORN FIELD,,
rattle,RATTLE,,,300,RATTLE,,
toucan,TOUCAN,,,308,TOUCAN,,
cassava,CASSAVA,,,925,CASSAVA,CASSAVA,
yam,YAM,,,410,YAM,YAM,
ink,INK,,,2643,INK,,
endofspace,END (OF SPACE),,,742,END (OF SPACE),EDGE,
heron,HERON,,,758,HERON,,
kapoktree,KAPOK TREE,,,2499,KAPOK TREE,,
pot,POT,,,1462,POT,BOWL,
stopdoing,STOP DOING,,,3351,STOP DOING,,
woodpecker,WOODPECKER,,,2447,WOODPECKER,,
ditch,DITCH,,,2002,DITCH,HOLE,
autonymofpeople,AUTONYM (OF PEOPLE),,,3433,AUTONYM (OF PEOPLE),,
mute,MUTE,,,1666,MUTE,STUPID,
orphan,ORPHAN,,,1149,ORPHAN,ORPHAN,
carpenter,CARPENTER,,,1042,CARPENTER,CARPENTER,
age,AGE,,,1789,AGE,SUMMER,
maternalauntwifeofmothersbrother,MATERNAL AUNT (WIFE OF MOTHER'S BROTHER),,,2172,MATERNAL AUNT (WIFE OF MOTHER'S BROTHER),,
anus,ANUS,,,1935,ANUS,,
gallbladder,GALL BLADDER,,,3372,GALL BLADDER,,
bovine,BOVINE,,,3044,BOVINE,,
skinanimal,SKIN (ANIMAL),,,2614,SKIN (ANIMAL),,
combofbird,COMB OF BIRD,,,188,COMB OF BIRD,,
pheasant,PHEASANT,,,3060,PHEASANT,,
roundworm,ROUNDWORM,,,3397,ROUNDWORM,,
waspnest,WASP NEST,,,3412,WASP NEST,,
treetop,TREETOP,,,3036,TREETOP,,
fir,FIR,,,1915,FIR,PINE,
chineseplum,CHINESE PLUM,,,2356,CHINESE PLUM,,
ramie,RAMIE,,,3063,RAMIE,,
turnip,TURNIP,,,3062,TURNIP,,
gourdormelon,GOURD OR MELON,,,3398,GOURD OR MELON,,
waxgourd,WAX GOURD,,,3444,WAX GOURD,,
sheepmeat,SHEEP MEAT,,,3394,SHEEP MEAT,,
whitesugar,WHITE SUGAR,,,3441,WHITE SUGAR,,
brownsugar,BROWN SUGAR,,,3440,BROWN SUGAR,,
whiteofeggs,WHITE (OF EGGS),,,3439,WHITE (OF EGGS),,
yolk,YOLK,,,1556,YOLK,YELLOW,
shell,SHELL,,,598,SHELL,BARK,
tofu,TOFU,,,3443,TOFU,,
yarn,YARN,,,3445,YARN,,
button,BUTTON,,,757,BUTTON,TIE,
mosquitonet,MOSQUITO NET,,,2795,MOSQUITO NET,,
cottonwool,COTTON WOOL,,,3442,COTTON WOOL,,
warehouse,WAREHOUSE,,,3399,WAREHOUSE,,
barnorshed,BARN OR SHED,,,3025,BARN OR SHED,,
brick,BRICK,,,1006,BRICK,BRICK,
building,BUILDING,,,3396,BUILDING,,
whip,WHIP,,,2630,WHIP,,
rake,RAKE,,,338,RAKE,RAKE,
sack,SACK,,,2990,SACK,BAG,
bamboobasket,BAMBOO BASKET,,,3360,BAMBOO BASKET,,
loom,LOOM,,,1787,LOOM,WEAVE,
gunpowder,GUNPOWDER,,,1798,GUNPOWDER,,
netforcatching,NET (FOR CATCHING),,,2653,NET (FOR CATCHING),,
chimney,CHIMNEY,,,1305,CHIMNEY,BRASS INSTRUMENT (HORN OR TRUMPET),
strap,STRAP,,,2973,STRAP,STRAP,
ruler,RULER,,,3405,RULER,,
lamp,LAMP,,,625,LAMP,,
merchandise,MERCHANDISE,,,3406,MERCHANDISE,,
bell,BELL,,,2246,BELL,,
flag,FLAG,,,2623,FLAG,,
card,CARD,,,2619,CARD,,
thirteen,THIRTEEN,,,1708,THIRTEEN,,
fourteen,FOURTEEN,,,2451,FOURTEEN,,
fifteen,FIFTEEN,,,1709,FIFTEEN,,
sixteen,SIXTEEN,,,2454,SIXTEEN,,
seventeen,SEVENTEEN,,,2453,SEVENTEEN,,
eighteen,EIGHTEEN,,,1713,EIGHTEEN,,
nineteen,NINETEEN,,,1714,NINETEEN,,
thirty,THIRTY,,,1715,THIRTY,,
eggclassifier,EGG (CLASSIFIER),,,3417,EGG (CLASSIFIER),,
riverclassifier,RIVER (CLASSIFIER),,,3418,RIVER (CLASSIFIER),,
stoneclassifier,STONE (CLASSIFIER),,,3419,STONE (CLASSIFIER),,
storeyclassifier,STOREY (CLASSIFIER),,,3420,STOREY (CLASSIFIER),,
sentenceclassifier,SENTENCE (CLASSIFIER),,,3421,SENTENCE (CLASSIFIER),,
songclassifier,SONG (CLASSIFIER),,,3422,SONG (CLASSIFIER),,
cattymassunit,CATTY (MASS UNIT),,,2647,CATTY (MASS UNIT),,
atop,ATOP,,,57,ATOP,,
firstdayofthemonth,FIRST DAY OF THE MONTH,,,3354,FIRST DAY OF THE MONTH,,
seconddayofthemonth,SECOND DAY OF THE MONTH,,,3355,SECOND DAY OF THE MONTH,,
thirddayofthemonth,THIRD DAY OF THE MONTH,,,3352,THIRD DAY OF THE MONTH,,
march,MARCH,,,2846,MARCH,,
april,APRIL,,,2847,APRIL,,
maymonth,MAY (MONTH),,,2848,MAY (MONTH),,
june,JUNE,,,2849,JUNE,,
july,JULY,,,2850,JULY,,
august,AUGUST,,,2851,AUGUST,,
september,SEPTEMBER,,,2852,SEPTEMBER,,
october,OCTOBER,,,2853,OCTOBER,,
november,NOVEMBER,,,2854,NOVEMBER,,
december,DECEMBER,,,2855,DECEMBER,,
pure,PURE,,,1147,PURE,,
false,FALSE,,,3069,FALSE,,
smart,SMART,,,2530,SMART,,
loud,LOUD,,,377,LOUD,STRONG,
compare,COMPARE,,,3429,COMPARE,,
braid,BRAID,,,1043,BRAID,WEAVE,
braidverborweavebasket,BRAID (VERB) OR WEAVE (BASKET),,,3294,BRAID (VERB) OR WEAVE (BASKET),WEAVE,
change,CHANGE,,,1264,CHANGE,TRADE OR BARTER,
promise,PROMISE,,,1675,PROMISE,SWEAR,
shootwithslingshot,SHOOT (WITH SLINGSHOT),,,3180,SHOOT (WITH SLINGSHOT),KILL,
snapofstick,SNAP (OF STICK),,,459,SNAP (OF STICK),,
turnover,TURN OVER,,,3537,TURN OVER,,
separate,SEPARATE,,,1359,SEPARATE,CUT,
changesomething,CHANGE (SOMETHING),,,2856,CHANGE (SOMETHING),,
cross,CROSS,,,1367,CROSS,,
row,ROW,,,1849,ROW,SHOVEL,
changebecomedifferent,CHANGE (BECOME DIFFERENT),,,2857,CHANGE (BECOME DIFFERENT),TRADE OR BARTER,
knowhow,KNOW HOW,,,2238,KNOW HOW,KNOW (SOMETHING),
irrigate,IRRIGATE,,,3078,IRRIGATE,POUR,
connect,CONNECT,,,2862,CONNECT,TIE,
bloom,BLOOM,,,3287,BLOOM,,
knock,KNOCK,,,2396,KNOCK,CHIME (ACTION),
sieve,SIEVE,,,86,SIEVE,SQUEEZE,
harvestcrops,HARVEST CROPS,,,1827,HARVEST CROPS,,
bedefeated,BE DEFEATED,,,3535,BE DEFEATED,,
shrink,SHRINK,,,54,SHRINK,,
beg,BEG,,,3534,BEG,,
retreat,RETREAT,,,421,RETREAT,RUN,
pulloffskin,PULL OFF (SKIN),,,291,PULL OFF (SKIN),SCRAPE,
moveoneself,MOVE (ONESELF),,,2874,MOVE (ONESELF),GO,
hotfeelinghot,HOT (FEELING HOT),,,3818,HOT (FEELING HOT),,
coldfeelingcold,COLD (FEELING COLD),,,3819,COLD (FEELING COLD),,
opium,OPIUM,,,2498,OPIUM,,
ricehusk,RICE HUSK,,,2501,RICE HUSK,,
gibbon,GIBBON,,,2511,GIBBON,,
spiderweb,SPIDER WEB,,,1065,SPIDER WEB,MAT,
eyelid,EYELID,,,17,EYELID,EYEBROW,
joint,JOINT,,,999,JOINT,,
olderbrotherofwoman,OLDER BROTHER (OF WOMAN),,,2415,OLDER BROTHER (OF WOMAN),,
olderbrotherofman,OLDER BROTHER (OF MAN),,,2414,OLDER BROTHER (OF MAN),,
oldersisterofwoman,OLDER SISTER (OF WOMAN),,,2419,OLDER SISTER (OF WOMAN),,
oldersisterofman,OLDER SISTER (OF MAN),,,2418,OLDER SISTER (OF MAN),,
youngerbrotherofwoman,YOUNGER BROTHER (OF WOMAN),,,2417,YOUNGER BROTHER (OF WOMAN),,
youngerbrotherofman,YOUNGER BROTHER (OF MAN),,,2416,YOUNGER BROTHER (OF MAN),,
youngersisterofwoman,YOUNGER SISTER (OF WOMAN),,,2421,YOUNGER SISTER (OF WOMAN),,
youngersisterofman,YOUNGER SISTER (OF MAN),,,2420,YOUNGER SISTER (OF MAN),,
areaunderhouse,AREA UNDER HOUSE,,,2632,AREA UNDER HOUSE,,
bedroom,BEDROOM,,,2505,BEDROOM,,
sarong,SARONG,,,2413,SARONG,,
plate,PLATE,,,480,PLATE,BOWL,
hurtsensepain,HURT (SENSE PAIN),,,2561,HURT (SENSE PAIN),,
shine,SHINE,,,708,SHINE,CLEAN,
rough,ROUGH,,,1923,ROUGH,TIDE,
bald,BALD,,,1125,BALD,,
bendsomething,BEND (SOMETHING),,,2224,BEND (SOMETHING),,
donotdoit,DO NOT DO IT,,,2660,DO NOT DO IT,,
pebbles,PEBBLES,,,961,PEBBLES,,
valley,VALLEY,,,921,VALLEY,PASTURE,
hightide,HIGH TIDE,,,613,HIGH TIDE,TIDE,
waterfall,WATERFALL,,,943,WATERFALL,WATERFALL,
coconuttree,COCONUT TREE,,,147,COCONUT TREE,,
pineapple,PINEAPPLE,,,2440,PINEAPPLE,,
lidcovercap,"LID (COVER, CAP)",,,2319,"LID (COVER, CAP)",,
rot,ROT,,,2907,ROT,ROT,
tool,TOOL,,,1361,TOOL,WEAPONS,
piglet,PIGLET,,,2564,PIGLET,,
weasel,WEASEL,,,3384,WEASEL,,
tusk,TUSK,,,3280,TUSK,,
riverbank,RIVERBANK,,,3463,RIVERBANK,,
cliff,CLIFF,,,992,CLIFF,,
fatofmeatandfood,FAT (OF MEAT AND FOOD),,,2449,FAT (OF MEAT AND FOOD),,
melon,MELON,,,507,MELON,,
spike,SPIKE,,,1249,SPIKE,,
bride,BRIDE,,,1266,BRIDE,,
descendants,DESCENDANTS,,,490,DESCENDANTS,CHILD (DESCENDANT),
paternalunclefathersyoungerbrother,PATERNAL UNCLE (FATHER'S YOUNGER BROTHER),,,2174,PATERNAL UNCLE (FATHER'S YOUNGER BROTHER),,
groom,GROOM,,,3282,GROOM,,
sticky,STICKY,,,3703,STICKY,,
lowpositionorheight,LOW (POSITION OR HEIGHT),,,3348,LOW (POSITION OR HEIGHT),,
dead,DEAD,,,1625,DEAD,CORPSE,
talk,TALK,,,2708,TALK,SPEAK,
scrape,SCRAPE,,,1767,SCRAPE,SCRAPE,
brotherofman,BROTHER (OF MAN),,,559,BROTHER (OF MAN),,
brotherofwoman,BROTHER (OF WOMAN),,,560,BROTHER (OF WOMAN),,
sisterofman,SISTER (OF MAN),,,561,SISTER (OF MAN),,
sisterofwoman,SISTER (OF WOMAN),,,562,SISTER (OF WOMAN),,
youngofwoman,YOUNG (OF WOMAN),,,563,YOUNG (OF WOMAN),,
youngofman,YOUNG (OF MAN),,,564,YOUNG (OF MAN),,
oldofman,OLD (OF MAN),,,565,OLD (OF MAN),,
oldofwoman,OLD (OF WOMAN),,,566,OLD (OF WOMAN),,
gettired,GET TIRED,,,1996,GET TIRED,,
oldersibling,OLDER SIBLING,,,405,OLDER SIBLING,SISTER,
because,BECAUSE,,,1157,BECAUSE,HOW,Swadesh-1952-200
leather,LEATHER,,,629,LEATHER,BARK,
blueorgreen,BLUE OR GREEN,,,2382,BLUE OR GREEN,,
camel,CAMEL,,,1871,CAMEL,,
coffee,COFFEE,,,1299,COFFEE,,
decide,DECIDE,,,685,DECIDE,,
dress,DRESS,,,474,DRESS,CLOTHES,
surrender,SURRENDER,,,1696,SURRENDER,GIVE,
hisgenitiveofhe,HIS (GENITIVE OF HE),,,2473,HIS (GENITIVE OF HE),,
joke,JOKE,,,3425,JOKE,,
king,KING,,,1508,KING,CHIEFTAIN,
suddenly,SUDDENLY,,,2920,SUDDENLY,IMMEDIATELY,
farm,FARM,,,201,FARM,,
cashew,CASHEW,,,2441,CASHEW,,
paintsomething,PAINT (SOMETHING),,,3122,PAINT (SOMETHING),,
dressup,DRESS UP,,,814,DRESS UP,,
earthorland,EARTH OR LAND,,,3603,EARTH OR LAND,,
hearorlisten,HEAR OR LISTEN,,,3862,HEAR OR LISTEN,,
hedgehog,HEDGEHOG,,,1797,HEDGEHOG,,
moustache,MOUSTACHE,,,1165,MOUSTACHE,JAW,
otherorsome,OTHER OR SOME,,,3863,OTHER OR SOME,,
hurtorpain,HURT OR PAIN,,,3864,HURT OR PAIN,,
frighten,FRIGHTEN,,,252,FRIGHTEN,,
barkorshell,BARK OR SHELL,,,3865,BARK OR SHELL,,
vulture,VULTURE,,,1185,VULTURE,VULTURE,
skeleton,SKELETON,,,2668,SKELETON,,
nerve,NERVE,,,2626,NERVE,,
bloodvessel,BLOOD VESSEL,,,525,BLOOD VESSEL,THREAD,
wrinkle,WRINKLE,,,2294,WRINKLE,,
skull,SKULL,,,1605,SKULL,HEAD,
temples,TEMPLES,,,1604,TEMPLES,TEMPLE,
eyeball,EYEBALL,,,3807,EYEBALL,,
nostril,NOSTRIL,,,1178,NOSTRIL,NOSE,
molartooth,MOLAR TOOTH,,,1049,MOLAR TOOTH,LOUSE,
upperback,UPPER BACK,,,445,UPPER BACK,BACK,
lowerback,LOWER BACK,,,3613,LOWER BACK,,
nipple,NIPPLE,,,796,NIPPLE,BREAST,
umbilicalcord,UMBILICAL CORD,,,2663,UMBILICAL CORD,,
spleen,SPLEEN,,,1744,SPLEEN,GHOST,
shoulderblade,SHOULDERBLADE,,,172,SHOULDERBLADE,BACK,
solefoot,SOLE (FOOT),,,2666,SOLE (FOOT),ARM,
earwax,EARWAX,,,32,EARWAX,FIRE,
approach,APPROACH,,,1778,APPROACH,GO,
limp,LIMP,,,366,LIMP,LIMP,
stamp,STAMP,,,3618,STAMP,,
swingmovement,SWING (MOVEMENT),,,2871,SWING (MOVEMENT),SHAKE,
stumble,STUMBLE,,,3617,STUMBLE,,
hurry,HURRY,,,754,HURRY,IMMEDIATELY,
belch,BELCH,,,2245,BELCH,,
blowwithnose,BLOW (WITH NOSE),,,2679,BLOW (WITH NOSE),,
conceive,CONCEIVE,,,1087,CONCEIVE,EXPENSIVE,
pant,PANT,,,3614,PANT,,
hiccough,HICCOUGH,,,162,HICCOUGH,,
faintpassout,FAINT (PASS OUT),,,3616,FAINT (PASS OUT),,
massagesomebody,MASSAGE (SOMEBODY),,,3119,MASSAGE (SOMEBODY),,
injure,INJURE,,,44,INJURE,DESTROY,
groan,GROAN,,,716,GROAN,SHOUT,
peacock,PEACOCK,,,3382,PEACOCK,,
crane,CRANE,,,1830,CRANE,,
younggoatkid,KID,,,1972,YOUNG GOAT (KID),,
boarmalepig,BOAR (MALE PIG),,,1348,BOAR (MALE PIG),PIG,
snout,SNOUT,,,2200,SNOUT,,
yak,YAK,,,2477,YAK,,
rhinoceros,RHINOCEROS,,,2591,RHINOCEROS,,
shrew,SHREW,,,3676,SHREW,,
elephanttrunk,ELEPHANT TRUNK,,,3678,ELEPHANT TRUNK,,
antelope,ANTELOPE,,,3674,ANTELOPE,,
jackal,JACKAL,,,3313,JACKAL,,
mongoose,MONGOOSE,,,3677,MONGOOSE,,
moth,MOTH,,,2828,MOTH,,
beehive,BEEHIVE,,,88,BEEHIVE,BEE,
growl,GROWL,,,3679,GROWL,,
howl,HOWL,,,526,HOWL,SHOUT,
sniff,SNIFF,,,375,SNIFF,STINKING,
perchofbird,PERCH (OF BIRD),,,3682,PERCH (OF BIRD),,
peck,PECK,,,3684,PECK,,
layeggs,LAY EGGS,,,2464,LAY EGGS,,
cackle,CACKLE,,,3683,CACKLE,,
hiss,HISS,,,3685,HISS,,
sting,STING,,,571,STING,,
missatarget,MISS (A TARGET),,,161,MISS (A TARGET),FAULT,
trapcatch,TRAP (CATCH),,,1170,TRAP (CATCH),TAKE,
singe,SINGE,,,3698,SINGE,,
drivecattle,DRIVE (CATTLE),,,2868,DRIVE (CATTLE),URGE (SOMEONE),
ruminate,RUMINATE,,,3680,RUMINATE,,
shear,SHEAR,,,1532,SHEAR,,
granary,GRANARY,,,3657,GRANARY,,
thatch,THATCH,,,279,THATCH,PASTURE,
rafter,RAFTER,,,829,RAFTER,POST,
post,POST,,,281,POST,POST,
floor,FLOOR,,,1632,FLOOR,COUNTRY,
mattress,MATTRESS,,,105,MATTRESS,,
cradle,CRADLE,,,2946,CRADLE,,
bench,BENCH,,,2584,BENCH,,
bellows,BELLOWS,,,3658,BELLOWS,,
twentytwo,TWENTY TWO,,,3166,TWENTY TWO,,
forty,FORTY,,,1716,FORTY,,
sixty,SIXTY,,,1718,SIXTY,,
seventy,SEVENTY,,,1721,SEVENTY,,
eighty,EIGHTY,,,1722,EIGHTY,,
ninety,NINETY,,,1724,NINETY,,
twohundred,TWO HUNDRED,,,2676,TWO HUNDRED,,
third,THIRD,,,1859,THIRD,TWO,
lastfinal,LAST (FINAL),,,1529,LAST (FINAL),EDGE,
onethird,ONE THIRD,,,3842,ONE THIRD,,
pair,PAIR,,,1888,PAIR,TWO,
nothing,NOTHING,,,687,NOTHING,NOT,
someone,SOMEONE,,,2422,SOMEONE,,
hateloathing,HATE (LOATHING),,,3749,HATE (LOATHING),,
envy,ENVY,,,40,ENVY,ENVY,
pride,PRIDE,,,3915,PRIDE,,
kindness,KINDNESS,,,3468,KINDNESS,,
happiness,HAPPINESS,,,2941,HAPPINESS,HAPPINESS,
grief,GRIEF,,,1668,GRIEF,GRIEF,
lefthanded,LEFT HANDED,,,2825,LEFT HANDED,,
disabledperson,DISABLED PERSON,,,3621,DISABLED PERSON,,
damageinjury,DAMAGE (INJURY),,,2947,DAMAGE (INJURY),BAD,
wound,WOUND,,,1109,WOUND,WOUND,
fever,FEVER,,,1534,FEVER,HOT,
leprosy,LEPROSY,,,3624,LEPROSY,,
malaria,MALARIA,,,3059,MALARIA,,
commoncolddisease,COMMON COLD (DISEASE),,,102,COMMON COLD (DISEASE),NOSE,
physician,PHYSICIAN,,,597,PHYSICIAN,PHYSICIAN,
death,DEATH,,,910,DEATH,CORPSE,
graveyard,GRAVEYARD,,,3284,GRAVEYARD,,
mourning,MOURNING,,,3673,MOURNING,,
witch,WITCH,,,824,WITCH,,
mask,MASK,,,2005,MASK,,
temple,TEMPLE,,,911,TEMPLE,TEMPLE,
idol,IDOL,,,1945,IDOL,IDOL,
miracle,MIRACLE,,,2541,MIRACLE,,
oath,OATH,,,1712,OATH,SWEAR,
sacrifice,SACRIFICE,,,1103,SACRIFICE,GIVE,
festival,FESTIVAL,,,131,FESTIVAL,,
sin,SIN,,,2971,SIN,FAULT,
fault,FAULT,,,134,FAULT,FAULT,
screamproduceacry,SCREAM (PRODUCE A CRY),,,3809,SCREAM (PRODUCE A CRY),,
agree,AGREE,,,3643,AGREE,,
persuade,PERSUADE,,,3645,PERSUADE,,
threaten,THREATEN,,,1192,THREATEN,SCOLD,
understand,UNDERSTAND,,,1536,UNDERSTAND,KNOW (SOMETHING),
err,ERR,,,839,ERR,,
admit,ADMIT,,,2022,ADMIT,SPEAK,
protect,PROTECT,,,2900,PROTECT,PRESERVE,
trustsomebody,TRUST (SOMEBODY),,,3902,TRUST (SOMEBODY),,
greet,GREET,,,3552,GREET,,
invite,INVITE,,,1611,INVITE,SHOUT,
grieve,GRIEVE,,,1955,GRIEVE,,
betray,BETRAY,,,1902,BETRAY,DECEIT,
makeangryannoy,MAKE ANGRY (ANNOY),,,2892,MAKE ANGRY (ANNOY),,
disgrace,DISGRACE,,,75,DISGRACE,,
ignore,IGNORE,,,41,IGNORE,,
avoid,AVOID,,,3639,AVOID,,
pretend,PRETEND,,,3631,PRETEND,,
flirt,FLIRT,,,494,FLIRT,,
fail,FAIL,,,3861,FAIL,,
succeed,SUCCEED,,,1112,SUCCEED,BECOME,
study,STUDY,,,1929,STUDY,READ,
repeat,REPEAT,,,880,REPEAT,,
byheart,BY HEART,,,71,BY HEART,,
painting,PAINTING,,,2001,PAINTING,PAINT (PIGMENTS),
translate,TRANSLATE,,,2906,TRANSLATE,TWIST (AROUND),
hum,HUM,,,3671,HUM,,
soundofinstrumentorvoice,SOUND (OF INSTRUMENT OR VOICE),,,2879,SOUND (OF INSTRUMENT OR VOICE),CHIME (ACTION),
clap,CLAP,,,3110,CLAP,,
visit,VISIT,,,1377,VISIT,,
gossip,GOSSIP,,,3640,GOSSIP,,
travel,TRAVEL,,,3665,TRAVEL,,
prepare,PREPARE,,,2909,PREPARE,COOK (SOMETHING),
wander,WANDER,,,3666,WANDER,,
loadsomething,LOAD (SOMETHING),,,3669,LOAD (SOMETHING),,
paddlemovement,PADDLE (MOVEMENT),,,3668,PADDLE (MOVEMENT),,
lend,LEND,,,582,LEND,GIVE,
barter,BARTER,,,370,BARTER,,
trade,TRADE,,,898,TRADE,,
earn,EARN,,,733,EARN,SEE,
decrease,DECREASE,,,2864,DECREASE,,
divorceseparate,DIVORCE (SEPARATE),,,3672,DIVORCE (SEPARATE),,
inherit,INHERIT,,,3664,INHERIT,,
share,SHARE,,,884,SHARE,CUT,
own,OWN,,,684,OWN,TAKE,
servesomeone,SERVE (SOMEONE),,,3648,SERVE (SOMEONE),,
plunder,PLUNDER,,,3670,PLUNDER,,
suspect,SUSPECT,,,1841,SUSPECT,THINK (REFLECT),
accuse,ACCUSE,,,1814,ACCUSE,FAULT,
deny,DENY,,,755,DENY,FORBID,
condemn,CONDEMN,,,484,CONDEMN,FAULT,
torture,TORTURE,,,1952,TORTURE,,
escape,ESCAPE,,,1615,ESCAPE,RUN,
experienced,EXPERIENCED,,,2218,EXPERIENCED,,
gentle,GENTLE,,,1954,GENTLE,SMOOTH,
curious,CURIOUS,,,3633,CURIOUS,,
attentive,ATTENTIVE,,,1908,ATTENTIVE,,
beignorant,BE IGNORANT,,,2651,BE IGNORANT,,
evil,EVIL,,,45,EVIL,BAD,
severe,SEVERE,,,419,SEVERE,BAD,
generous,GENEROUS,,,3632,GENEROUS,,
merry,MERRY,,,1976,MERRY,,
dreadful,DREADFUL,,,528,DREADFUL,,
cowardly,COWARDLY,,,3812,COWARDLY,,
insolent,INSOLENT,,,91,INSOLENT,,
kindorpolite,KIND OR POLITE,,,583,KIND OR POLITE,,
rude,RUDE,,,1412,RUDE,,
cruel,CRUEL,,,500,CRUEL,,
jealous,JEALOUS,,,2821,JEALOUS,,
guilty,GUILTY,,,1682,GUILTY,FAULT,
dense,DENSE,,,2239,DENSE,MANY,
flexible,FLEXIBLE,,,1691,FLEXIBLE,,
greasy,GREASY,,,955,GREASY,,
damp,DAMP,,,2998,DAMP,YELLOW,
brown,BROWN,,,2409,BROWN,,
backdirection,BACK (DIRECTION),,,2910,BACK (DIRECTION),BACKWARD,
curved,CURVED,,,1698,CURVED,,
solid,SOLID,,,3003,SOLID,STRONG,
hollow,HOLLOW,,,3701,HOLLOW,,
permit,PERMIT,,,1003,PERMIT,LET GO OR SET FREE,
causetolet,CAUSE TO (LET),,,2896,CAUSE TO (LET),GIVE,
guestorstranger,GUEST OR STRANGER,,,2908,GUEST OR STRANGER,,
begin,BEGIN,,,1806,BEGIN,BEFORE,
blacksmith,BLACKSMITH,,,1001,BLACKSMITH,WEAVE,
carryonhead,CARRY ON HEAD,,,414,CARRY ON HEAD,TAKE,
carve,CARVE,,,228,CARVE,CUT,
chieftain,CHIEFTAIN,,,301,CHIEFTAIN,CHIEFTAIN,
dripfallinglobules,DRIP (FALL IN GLOBULES),,,808,DRIP (FALL IN GLOBULES),,
meal,MEAL,,,1526,MEAL,MEAL,
mosque,MOSQUE,,,1603,MOSQUE,TEMPLE,
noble,NOBLE,,,482,NOBLE,,
nurse,NURSE,,,1104,NURSE,PHYSICIAN,
sickleorscythe,SICKLE OR SCYTHE,,,2132,SICKLE OR SCYTHE,,
slave,SLAVE,,,812,SLAVE,PRISONER,
springorwell,SPRING OR WELL,,,2144,SPRING OR WELL,HOLE,
trappitfall,TRAP (PITFALL),,,1075,TRAP (PITFALL),FISHNET,
traverse,TRAVERSE,,,1742,TRAVERSE,,
wrapper,WRAPPER,,,462,WRAPPER,,
snowing,SNOWING,,,1255,SNOWING,,
doorsills,DOORSILLS,,,2185,DOORSILLS,,
forefinger,FOREFINGER,,,577,FOREFINGER,,
cookperson,COOK (PERSON),,,2315,COOK (PERSON),,
beggar,BEGGAR,,,1934,BEGGAR,ORPHAN,
pillowclassifier,PILLOW (CLASSIFIER),,,2166,PILLOW (CLASSIFIER),,
vehicleclassifier,VEHICLE (CLASSIFIER),,,2167,VEHICLE (CLASSIFIER),,
cowclassifier,COW (CLASSIFIER),,,2168,COW (CLASSIFIER),,
pigclassifier,PIG (CLASSIFIER),,,2169,PIG (CLASSIFIER),,
only,ONLY,,,1580,ONLY,OTHER,
onpurpose,ON PURPOSE,,,1031,ON PURPOSE,,
twoounces,TWO OUNCES,,,2180,TWO OUNCES,,
citrusfruit,CITRUS FRUIT,,,1126,CITRUS FRUIT,SALTY,
coin,COIN,,,1867,COIN,SILVER,
embers,EMBERS,,,67,EMBERS,EMBERS,
hay,HAY,,,342,HAY,PASTURE,
upperarm,UPPER ARM,,,431,UPPER ARM,ARM,
vulva,VULVA,,,1837,VULVA,VAGINA,
baby,BABY,,,1289,BABY,CHILD (DESCENDANT),
fishhook,FISHHOOK,,,1074,FISHHOOK,FISHNET,
paddle,PADDLE,,,234,PADDLE,SHOVEL,
