Name	ID	Glottocode	Family	Latitude	Longitude	Hits
Yavapai	huntergatherer-31	hava1248	Cochimi-Yuman	35.6302	-113.385	2
Yaweyuha	transnewguineaorg-yaweyuha	yawe1241	Nuclear Trans New Guinea	-6.1868	145.359	2
Yi (Nanjian)	suntb-NanjianYi	xish1235	Sino-Tibetan	25.19	101.27	2
Yidiny	bowernpny-Yidiny	yidi1250	Pama-Nyungan	-17.1332	145.876	2
Yimas	transnewguineaorg-yimas	yima1243	Lower Sepik	-4.71731	143.572	2
Yintale	starostinkaren-Yintale	yint1235	Sino-Tibetan	18.9378	97.3368	2
Yirandali	bowernpny-Yirandali	yira1239	Pama-Nyungan	-20.65810118	143.9625916	2
Yokuts Palewyami	huntergatherer-14	pale1254	Yokutsan	35.556742	-119.073757	2
Yokuts Yawdanchi	huntergatherer-29	yoku1256	Yokutsan	36.3167	-119.721	2
Younuo	chenhmongmien-Younuo	youn1235	Hmong-Mien	25.730893	110.115975	2
Yukpa	hubercolumbian-Yukpa	yukp1241	Cariban	9.67534	-73.0557	2
Yuracaré	johanssonsoundsymbolic-Yuracare	yura1255		-16.7479	-65.1224	2
Zao Min	chenhmongmien-ZaoMin	dzao1238	Hmong-Mien	24.612303	112.266749	2
Zarma	johanssonsoundsymbolic-Zarma	zarm1239	Songhay	12.8554	2.41173	2
Zhoucheng	allenbai-Zhoucheng	zhou1234	Sino-Tibetan	25.8958633	100.0987848	2
Zhuang-Longzhou	idssegmented-zhuanglongzhou	zuoj1238	Tai-Kadai	22.4	106.9	2
Zigua	tls-Zigua	zigu1242	Atlantic-Congo	-5.61864	38.4114	2
Zinacantán Tzotzil	wold-ZinacantanTzotzil	tzot1259	Mayan	16.8333	-92.8333	2
lemio	zgraggenmadang-lemio	lemi1243	Nuclear Trans New Guinea	-5.61407	146.441	2
musak	zgraggenmadang-musak	musa1266	Nuclear Trans New Guinea	-5.37407	145.197	2
ogea	zgraggenmadang-ogea	ogea1238	Nuclear Trans New Guinea	-5.37766	145.71	2
rGyalrong (Jinchuan Guaninqiao Wobzi)	naganorgyalrongic-JinchuanGuaninqiaorGyalrong	eree1240	Sino-Tibetan	31.639053	101.445432	2
saep	zgraggenmadang-saep	saep1240	Nuclear Trans New Guinea	-5.64812	146.078	2
sop	zgraggenmadang-sop	sopp1247	Nuclear Trans New Guinea	-5.49605	145.361	2
ɲua	abvdoceanic-ua_1505	yuag1237	Austronesian	-20.5664	164.51	2
(Bọ́rnu) Múniō	polyglottaafricana-VII-A-2-b	mang1399	Saharan	13.557	10.701	1
(Late) Middle Korean	robbeetstriangulation-LateMiddleKorean	late1258	Koreanic	37.5	128.0	1
(Púlō) Tímbo	polyglottaafricana-XII-C-6-a	pula1262	Atlantic-Congo	12.1826	-12.7338	1
(Sóso) Sṓlīma	polyglottaafricana-II-5-a	susu1250	Mande	10.4046	-13.3628	1
Abkhaz	northeuralex-abk	abkh1244	Abkhaz-Adyge	43.06	41.16	1
Achagua	hubercolumbian-Achagua	acha1250	Arawakan	4.38649	-72.2005	1
Achumawi	johanssonsoundsymbolic-Achumawi	achu1247	Palaihnihan	41.0979	-121.191	1
Adnyamathanha	bowernpny-Adnyamathanha	adny1235	Pama-Nyungan	-30.1451	138.671	1
Aghu	transnewguineaorg-aghu	aghu1255	Nuclear Trans New Guinea	-6.34674	140.043	1
Aghu-Tharrnggala	bowernpny-AghuTharrnggala	aghu1254	Pama-Nyungan	-13.735	142.426	1
Ahlao (Thavung)	idssegmented-ahlaothavung	aheu1239	Austroasiatic	17.7655	104.229	1
Akawaio	huntergatherer-70	akaw1239	Cariban	6.16277	-60.862	1
Alabama	johanssonsoundsymbolic-Alabama	alab1237	Muskogean	30.76738	-94.62848	1
Alamblak	transnewguineaorg-alamblak	alam1246	Sepik	-4.66307	143.316	1
Alavas-Wowo (Wowo 1)	abvdoceanic-AlavasWowoWowo1_1314	mpot1241	Austronesian	-15.8988	167.232	1
Alawa	johanssonsoundsymbolic-Alawa	alaw1244	Mangarrayi-Maran	-15.5458	134.282	1
Allentiac	johanssonsoundsymbolic-Allentiac	alle1238	Huarpean	-33.480938	-68.096924	1
Alo	yangyi-Alo	aluo1235	Sino-Tibetan	25.937203	102.1064952	1
Ambakich (Agurant Dialect)	transnewguineaorg-ambakich-agurant	amba1269	Keram	-4.23181	144.285	1
Ambulas	johanssonsoundsymbolic-Ambulas	ambu1247	Ndu	-3.7801	143.059	1
Amele	transnewguineaorg-amele	amel1241	Nuclear Trans New Guinea	-5.29126	145.687	1
Amharic	felekesemitic-Amharic	amha1245	Afro-Asiatic	11.708182	39.543456	1
Amondawa	tuled-Amondawa	amun1246	Tupian	-9.04023	-62.3064	1
Angami Khonoma	marrisonnaga-KhonomaAngami	khon1248	Sino-Tibetan	25.65	94.0333	1
Angoram	transnewguineaorg-angoram	ango1255	Lower Sepik	-4.07758	144.028	1
Ansus	papuanvoices-Ansus	ansu1237	Austronesian	-1.73	135.81	1
Antaimoro	servamalagasy-AntaimoroManakara	anta1259	Austronesian	-22.1	48.0	1
Anuki	abvdoceanic-Anuki_1423	anuk1239	Austronesian	-9.6692	149.822	1
Ap Ma	transnewguineaorg-ap-ma	apma1241	Keram	-4.35147	144.085	1
Aro	abvdoceanic-Aro_1484	arho1237	Austronesian	-21.3183	165.161	1
Arosi (2)	tryonsolomon-arosi2	aros1241	Austronesian	-10.2441	161.432	1
Arua	tuled-Arua	arua1261	Tupian	-12.12	-62.44	1
Arʃa	abvdoceanic-Ara_1485	arha1237	Austronesian	-21.2866	165.273	1
As	berrywestpapuan-As	asss1237	Austronesian	-0.75267	131.728	1
Asmat, Casuarina Coast (Pirimapun Dialect)	transnewguineaorg-asmat-casuarina-coast-pirimapun	casu1237	Nuclear Trans New Guinea	-6.43005	138.566	1
Asmat, Central (Keenakap, Namen Dialect)	transnewguineaorg-asmat-central-keenakap-namen	cent2117	Nuclear Trans New Guinea	-5.80391	138.471	1
Asmat, Central (Keenok, Sawa-Erma Dialect)	transnewguineaorg-asmat-central-keenok-sawa-erma	nort2917	Nuclear Trans New Guinea	-4.89854	138.405	1
Asumboa	tryonsolomon-asumboa	asum1237	Austronesian	-11.2969	166.499	1
Asuriní Xingu	tuled-AsuriniXingu	xing1248	Tupian	-4.13463	-52.321	1
Atchin: Orap	vanuatuvoices-Atchinorap	atch1238	Austronesian	-15.9156	167.30641	1
AvaCanoeiro	gerarditupi-AvaCanoeiro	avac1239	Tupian	-13.6081	-48.1336	1
Avok: Small Island	vanuatuvoices-Avoksmallisland	avok1244	Austronesian	-16.5218	167.77738	1
Awabakal	bowernpny-Awabakal	awab1243	Pama-Nyungan	-33.12847	151.43555	1
Awera	transnewguineaorg-awera	awer1241	Lakes Plain	-2.71886	136.063	1
Awetí	tuled-Aweti	awet1244	Tupian	-12.381944	-53.391944	1
Awtuw	johanssonsoundsymbolic-Awtuw	awtu1239	Sepik	-3.53129	141.928	1
Ayta Mag-indi	abvdphilippines-1267	magi1241	Austronesian	14.9617	120.182	1
Badjiri	bowernpny-Badjiri	badj1244	Pama-Nyungan	-28.79	145.47	1
Bai (Bijiang)	gaotb-BijangBai	nort2724	Sino-Tibetan	26.93	99.66	1
Baimak	transnewguineaorg-baimak	baim1245	Nuclear Trans New Guinea	-5.18943	145.606	1
Bakhtiari	iecor-257	bakh1245	Indo-European	32.02	50.66	1
Bana	chenhmongmien-Bana	pana1310	Hmong-Mien	26.265147	110.096902	1
Banggi	blustaustronesian-banggi	bong1289	Austronesian	7.29249	117.174	1
Baoan	robbeetstriangulation-Baoan	baoa1237	Mongolic-Khitan	35.7	103.0	1
Bargam	transnewguineaorg-bargam	barg1252	Nuclear Trans New Guinea	-4.8723	145.756	1
Barok	abvdoceanic-Barok_387	baro1253	Austronesian	-3.47672	152.193	1
Baruya	johanssonsoundsymbolic-Baruya	baru1267	Angan	-6.89261	145.818	1
Baré	walkerarawakan-Bare	bare1276	Arawakan	1.0	-67.0	1
Basaa A.43a	bantubvd-5	basa1284	Atlantic-Congo	3.80765	10.4213	1
Batangan	abvdphilippines-1272	buhi1245	Austronesian	12.6396	121.21	1
Bauro (1)	tryonsolomon-bauro1	baur1252	Austronesian	-10.5826	161.863	1
Bauwaki	transnewguineaorg-bauwaki	bauw1240	Mailuan	-9.82577	148.815	1
Bauzi	transnewguineaorg-bauzi	bauz1241	Geelvink Bay	-2.44717	137.629	1
Bága (of Kā́lum)	polyglottaafricana-I-D-1	baga1273	Atlantic-Congo	10.1286	-13.947	1
Bámom	polyglottaafricana-IX-A-8	bamu1253	Atlantic-Congo	5.49017	10.8477	1
Bányūn	polyglottaafricana-XII-A-b-1	bain1259	Atlantic-Congo	12.3128	-16.0586	1
Bā́grmi	polyglottaafricana-XII-C-4	bagi1246	Central Sudanic	11.52392	14.769495	1
Belarusian	northeuralex-bel	bela1254	Indo-European	53.23	25.6	1
Bepour	transnewguineaorg-bepour	bepo1240	Nuclear Trans New Guinea	-4.5985	145.442	1
Berik	johanssonsoundsymbolic-Berik	beri1254	Tor-Orya	-2.26904	138.866	1
Berta	johanssonsoundsymbolic-Berta	bert1248		10.6474	34.7042	1
Betsileo	servamalagasy-BetsileoFianarantsoa	bets1235	Austronesian	-21.43	47.08	1
Biā́fada	polyglottaafricana-I-C-1	biaf1240	Atlantic-Congo	11.467	-15.1347	1
Big Smokey Valley Shoshone	huntergatherer-46	shos1248	Uto-Aztecan	41.0	-116.0	1
Biga (Misool)	abvdoceanic-BigaMisool_46	matb1237	Austronesian	-1.8801	130.075	1
Biliau	abvdoceanic-Biliau_1347	awad1244	Austronesian	-5.59896	146.355	1
Bilibil	abvdoceanic-Bilibil_402	bilb1241	Austronesian	-5.26505	145.764	1
Bilinarra	bowernpny-Bilinarra	bili1250	Pama-Nyungan	-16.868771	130.533991	1
Bine (Giringarede Dialect)	transnewguineaorg-bine-giringarede	boze1239	Eastern Trans-Fly	-9.06186	143.04108	1
Bine (Masingle Dialect)	transnewguineaorg-bine-masingle	masi1270	Eastern Trans-Fly	-9.137883	142.956086	1
Bine (Täti Dialect)	transnewguineaorg-bine-tati	tate1244	Eastern Trans-Fly	-9.137883	142.956086	1
Biritai	transnewguineaorg-biritai	biri1259	Lakes Plain	-2.92042	137.68	1
Boka	kraftchadic-Boka	boga1251	Afro-Asiatic	10.188	12.936	1
Bondei2	tls-Bondei2	bond1247	Atlantic-Congo	-5.10749	38.5079	1
Borong	transnewguineaorg-borong	boro1279	Nuclear Trans New Guinea	-6.56688	147.511	1
Boruca	constenlachibchan-Boruca	boru1252	Chibchan	8.88	-83.21	1
Bóko	polyglottaafricana-XII-B-3	boko1266	Mande	10.5189	3.71771	1
Bṓla	polyglottaafricana-I-B-1	mank1251	Atlantic-Congo	12.2615066667	-15.74389	1
Buduma	gravinachadic-Buduma	budu1265	Afro-Asiatic	13.0692	14.4492	1
Bugun Kaspi	abrahammonpa-BugunKaspi	kasp1234	Sino-Tibetan	27.204143	92.549541	1
Bugun Wangho	abrahammonpa-BugunWangho	wang1301	Sino-Tibetan	27.231398	92.436886	1
Buhutu	abvdoceanic-Buhutu_1425	buhu1237	Austronesian	-10.5074	150.18	1
Bularnu	bowernpny-Bularnu	bula1255	Pama-Nyungan	-21.02656922	138.1566659	1
Bulánda	polyglottaafricana-XII-A-b-3	bala1301	Atlantic-Congo	11.8203	-15.3221	1
Bulgarian	idssegmented-bulgarian	bulg1262	Indo-European	43.3646	25.047	1
Bunama	abvdoceanic-Bunama_1426	buna1276	Austronesian	-10.0761	151.066	1
Bunoge	heathdogon-Bunoge	buno1241	Dogon	14.65323333	-3.793616667	1
Burarra	huntergatherer-217	bura1267	Maningrida	-12.3061	134.365	1
Burushaski	northeuralex-bsk	buru1296		36.22	74.82	1
Buryat	northeuralex-bua	buri1258	Mongolic-Khitan	51.83	107.6	1
Butmas-Tur (Butmas)	abvdoceanic-ButmasTurButmas_1100	butm1237	Austronesian	-15.3353	167.034	1
Buwal	gravinachadic-Buwal	buwa1243	Afro-Asiatic	10.6151	13.8838	1
Búte	polyglottaafricana-XII-E-12	vute1244	Atlantic-Congo	6.13603	11.8839	1
Būmbẹ́tẹ	polyglottaafricana-X-B-2	mber1257	Atlantic-Congo	-0.477445	14.2877	1
Cacaopera	constenlachibchan-Cacaopera	caca1247	Misumalpan	13.74	-88.11	1
Candoshi-Shapra	huntergatherer-100	cand1248		-4.23835	-76.9347	1
Canela	idssegmented-canela	cane1242	Nuclear-Macro-Je	-6.10712	-45.1299	1
Carapana	hubercolumbian-Carapana	cara1272	Tucanoan	0.06168	-69.6465	1
Cavineña	keypano-Cavinena	cavi1250	Pano-Tacanan	-13.3544	-66.6277	1
Cebu	zhoubizic-Cebu	sout2739	Sino-Tibetan	28.2368	110.022	1
Chamacoco	chacolanguages-Chamacoco	cham1315	Zamucoan	-20.59	-58.2	1
Chamalal	idssegmented-chamalal	cham1309	Nakh-Daghestanian	42.5024	45.995	1
Chatino (Zacatepec variety)	idssegmented-chatinozacatepecvariety	zaca1242	Otomanguean	16.08	-97.3069	1
Chemehuevi	huntergatherer-7	chem1251	Uto-Aztecan	35.356093	-116.438436	1
Chenapian	transnewguineaorg-chenapian	chen1259	Sepik	-4.25154	142.317	1
Chepang	halenepal-Chepang	chep1245	Sino-Tibetan	27.7206	84.9017	1
Chimila	hubercolumbian-Chimila	chim1309	Chibchan	10.1902	-74.2559	1
Chin_Hakha	sagartst-Hakha	haka1240	Sino-Tibetan	22.870089	92.820021	1
Chinook	johanssonsoundsymbolic-Chinook	chin1286	Chinookan	45.1729	-119.166	1
Chipaya	idssegmented-chipaya	chip1262	Uru-Chipaya	-18.73951	-67.89633	1
Chumash Obispeno	huntergatherer-41	obis1242	Chumashan	35.2873	-120.669	1
Chuquisaca	crossandean-Maragua	sout2991	Quechuan	-20.9201	-66.3331	1
Chácobo	keypano-Chacobo	chac1251	Pano-Tacanan	-12.133	-66.7164	1
Cinta-Larga	tuled-CintaLarga	cint1239	Tupian	-10.5879	-60.8312	1
Cora	utoaztecan-Cora	elna1235	Uto-Aztecan	22.4099	-104.467	1
Crimean Tatar	savelyevturkic-CrimeanTatar	crim1257	Turkic	45.0	34.08	1
Cupeño	huntergatherer-1	cupe1243	Uto-Aztecan	33.3148	-116.515	1
Curripaco	hubercolumbian-Curripaco	curr1243	Arawakan	0.69618	-67.5028	1
Dagur	robbeetstriangulation-Dagur	daur1238	Mongolic-Khitan	48.0	124.0	1
Dani, Mid Grand Valley	transnewguineaorg-dani-mid-grand-valley	midg1235	Nuclear Trans New Guinea	-4.06322	138.945	1
Dargwa	idssegmented-dargwa	darg1241	Nakh-Daghestanian	42.4257	47.4388	1
Dawawa	abvdoceanic-Dawawa_1428	dawa1242	Austronesian	-10.1692	149.999	1
Dawida	tls-Dawida	tait1250	Atlantic-Congo	-3.79347	38.57254	1
Dedua	transnewguineaorg-dedua	dedu1240	Nuclear Trans New Guinea	-6.38206	147.627	1
Dehong	idssegmented-dehong	tain1252	Tai-Kadai	21.7837	99.722	1
Dehu	abvdoceanic-Dehu_196	dehu1237	Austronesian	-20.8892	167.229	1
Dera	kraftchadic-Dera	dera1248	Afro-Asiatic	10.072	12.0256	1
Dera (Indonesia)	johanssonsoundsymbolic-Deraindonesia	dera1245	Senagi	-3.52309	140.947	1
Dharawal	bowernpny-Dharawal	thur1254	Pama-Nyungan	-34.634	150.721	1
Dhudhuroa	bowernpny-Dhudhuroa	dhud1236	Pama-Nyungan	-36.95881441	147.0450379	1
Dhurga	bowernpny-Dhurga	dhur1239	Pama-Nyungan	-35.412	150.134	1
Dhuwal	bowernpny-Dhuwal	dhuw1249	Pama-Nyungan	-12.7825	136.008	1
Dibiyaso	transnewguineaorg-dibiyaso	dibi1240		-7.82096	142.779	1
Dima	transnewguineaorg-dima	dima1252	Dagan	-9.70322	149.605	1
Dimasa	marrisonnaga-Dimasa	dima1251	Sino-Tibetan	25.42	93.18	1
Diodio	abvdoceanic-Diodio_374	diod1237	Austronesian	-9.38654	150.168	1
Djambarrpuyngu	bowernpny-Djambarrpuyngu	djam1256	Pama-Nyungan	-12.021	135.59	1
Djapu	bowernpny-Djapu	djap1238	Pama-Nyungan	-12.879764	136.417978	1
Dogul Dom (Kundialang)	heathdogon-DogulDomKundialang	dogu1235	Dogon	14.49455	-3.560383333	1
Dongnu	chenhmongmien-Dongnu	dong1287	Hmong-Mien	24.201523	107.957327	1
Dori'o	tryonsolomon-dorio	dori1246	Austronesian	-9.11536	160.897	1
Doromu-Koki (Bareika Dialect)	transnewguineaorg-doromu-bareika	doro1266	Manubaran	-9.56687	147.986	1
Du'an Gaoling	castrozhuang-DuAnGaoling	cent2009	Tai-Kadai	24.06382	108.079128	1
Dugwor	gravinachadic-Dugwor	dugw1239	Afro-Asiatic	10.752	14.2134	1
Dâw	huntergatherer-119	daww1239	Naduhup	-0.1177	-67.2934	1
Dí̵mi̵na	hubercolumbian-Dimina	mala1522	Chibchan	10.9286	-73.4056	1
E Lolo	yangyi-ELolo	shua1253	Sino-Tibetan	24.70512501	101.92075	1
Embera Tadó	hubercolumbian-EmberaTado	embe1261	Chocoan	5.23658	-77.1533	1
Epena	idssegmented-epena	epen1239	Chocoan	4.25877	-77.3566	1
Evenki (Khamnigan)	robbeetstriangulation-EvenkiKamnigan	chen1257	Tungusic	49.3	119.8	1
Ewage-Notu	transnewguineaorg-ewage-notu	ewag1241	Nuclear Trans New Guinea	-8.68756	148.405	1
Faita	transnewguineaorg-faita	fait1240	Nuclear Trans New Guinea	-5.59947	145.298	1
Fali Gili	kraftchadic-Faligili	bana1305	Afro-Asiatic	10.3535	13.6131	1
Fali Kiria	kraftchadic-Falikiria	kiry1234	Afro-Asiatic	10.48	13.36	1
Fataleka	tryonsolomon-fataleka	fata1245	Austronesian	-8.59041	160.861	1
Finnish	idssegmented-finnish	finn1318	Uralic	64.7628	25.5577	1
Forest Enets	northeuralex-enf	fore1265	Uralic	69.98	88.21	1
French	northeuralex-fra	stan1290	Indo-European	48.0	2.0	1
Gabadi	abvdoceanic-Gabadi_397	abad1241	Austronesian	-9.03389	146.992	1
Gapapaiwa	abvdoceanic-Gapapaiwa_1431	gapa1238	Austronesian	-9.73317	149.854	1
Garo_Garo	sagartst-Garo	garo1247	Sino-Tibetan	25.504744	90.333226	1
Garus	transnewguineaorg-garus	garu1246	Nuclear Trans New Guinea	-4.9222	145.683	1
Gawarbati	iecor-288	gawa1247	Indo-European	35.311	71.55	1
Gawri	iecor-290	kala1373	Indo-European	35.478	72.589	1
Gbẹ́sẹ	polyglottaafricana-II-10	guin1254	Mande	7.93196	-8.98843	1
Ge'ez	felekesemitic-Geez	geez1241	Afro-Asiatic	10.1342	40.6821	1
Gera	kraftchadic-Gera	gera1246	Afro-Asiatic	10.4331	10.12	1
Ghayavi	abvdoceanic-Ghayavi_1432	ghay1237	Austronesian	-10.011	149.84	1
Girawa	transnewguineaorg-girawa	gira1247	Nuclear Trans New Guinea	-5.35342	145.423	1
Gitua	abvdoceanic-Gitua_1359	gitu1237	Austronesian	-6.0151	147.485	1
GizigaMarva	gravinachadic-GizigaMarva	nort3047	Afro-Asiatic	10.6755	14.219	1
Gorontalo (Hulondalo)	abvdphilippines-12	goro1259	Austronesian	0.62689	122.288	1
Gourou	heathdogon-Gourou	guru1265	Dogon	13.96666667	-3.016666667	1
Great Andamanese	johanssonsoundsymbolic-GreatAndamanese	mixe1288	Great Andamanese	11.67	92.74	1
Greek: Pontic	iecor-211	pont1253	Indo-European	40.85	40.26	1
Guajajara	tuled-Guajajara	guaj1255	Tupian	-4.69461	-45.7081	1
Guangzhou	beidasinitic-Guangzhou	guan1279	Sino-Tibetan	23.1253503	112.9476548	1
Gudu	kraftchadic-Gudu	gudu1250	Afro-Asiatic	10.1206	12.5359	1
Guiqiong	gaotb-Guiqiong	guiq1238	Sino-Tibetan	30.48	102.13	1
Gumalu	transnewguineaorg-gumalu	guma1255	Nuclear Trans New Guinea	-5.22189	145.618	1
Gunya	bowernpny-Gunya	guny1241	Pama-Nyungan	-27.0642	145.862	1
Gupapuyngu	huntergatherer-206	gupa1247	Pama-Nyungan	-12.2868	135.337	1
Gurindji	wold-Gurindji	guri1247	Pama-Nyungan	-17.6667	130.667	1
Gurung	halenepal-Gurung	guru1261	Sino-Tibetan	27.41687	86.28988	1
Guyani	bowernpny-Guyani	guya1249	Pama-Nyungan	-34.739	137.661	1
Gúrma	polyglottaafricana-IV-A-4	gour1243	Atlantic-Congo	11.6711	1.28489	1
Gwere	tls-Gwere	gwer1238	Atlantic-Congo	1.11392	33.8227	1
Gyeonggi	robbeetstriangulation-Gyeonggi	seou1239	Koreanic	37.5	128.0	1
Gábin	kraftchadic-Gabin	gaan1243	Afro-Asiatic	10.2955	12.6479	1
Gələvda	kraftchadic-Glvda	glav1244	Afro-Asiatic	11.1334	13.8652	1
Ha_erbin	liusinitic-Haerbin	haer1234	Sino-Tibetan	45.846595	126.551056	1
Hachijo	robbeetstriangulation-Hachijo	hach1239	Japonic	33.06	139.47	1
Hangaza	tls-Hangaza	hang1260	Atlantic-Congo	-2.52347	30.7074	1
Hehe	tls-Hehe	hehe1240	Atlantic-Congo	-7.71572	35.7255	1
Hindi	northeuralex-hin	hind1269	Indo-European	27.2	78.0	1
Hlai (Baoting variety)	idssegmented-hlaibaotingvariety	hlai1239	Tai-Kadai	18.8062	109.459	1
Hruso Aka Jamiri	abrahammonpa-HrusoAkaJamiri	hrus1242		27.184929	92.599114	1
Huli	transnewguineaorg-huli	huli1244	Nuclear Trans New Guinea	-5.97212	142.963	1
Huzhu	robbeetstriangulation-Huzhu	huzh1238	Mongolic-Khitan	36.51	102.06	1
Hwanghae	robbeetstriangulation-Hwanghae	hwan1238	Koreanic	38.59	126.33	1
Hwona	kraftchadic-Hwona	hwan1240	Afro-Asiatic	10.3633	12.7683	1
Iatmul (Tambanam Dialect)	transnewguineaorg-iatmul-tambanam	iatm1242	Ndu	-4.30064	143.316	1
Iduna	abvdoceanic-Iduna_1436	idun1242	Austronesian	-9.34361	150.24	1
Ikizu	tls-Ikizu	ikiz1238	Atlantic-Congo	-1.9915	34.3589	1
Ikuna	mitterhoferbena-Ikuna	ikun1241	Atlantic-Congo	-9.13708	34.9083	1
Inoke-Yate	transnewguineaorg-inoke-yate	inok1238	Nuclear Trans New Guinea	-6.32311	145.539	1
Iquito	huntergatherer-163	iqui1243	Zaparoan	-3.31233	-73.97046	1
Iraqw	wold-Iraqw	iraq1241	Afro-Asiatic	-4.0	35.5	1
Isebe	transnewguineaorg-isebe	iseb1246	Nuclear Trans New Guinea	-5.20719	145.691	1
Isinay (Dupax)	abvdphilippines-1463	isin1239	Austronesian	16.3299	121.12	1
Īhéwe	polyglottaafricana-V-B-4	emai1241	Atlantic-Congo	7.09089	5.84494	1
Jabirr-Jabirr	huntergatherer-168	dyab1238	Nyulnyulan	-17.18653	122.52306	1
Jaku	kraftchadic-Jaku	labi1245	Atlantic-Congo	10.4847	9.59527	1
Jamsay Douentza	heathdogon-JamsayDouentza	jams1239	Dogon	15.00045	-2.95395	1
Jaqaru	crossandean-Jaqaru	jaqa1244	Aymaran	-12.741939	-75.809231	1
Jaru	huntergatherer-196	jaru1254	Pama-Nyungan	-18.3288	128.262	1
Jebero	northperulex-Shiwilu	jebe1250	Cahuapanan	-5.40317	-76.4103	1
Jerigaon	bodtkhobwa-Jerigaon	jeri1243	Sino-Tibetan	27.340629	92.486595	1
Jianchuan	allenbai-Jianchuan	jian1239	Sino-Tibetan	26.5536208	100.1396921	1
Jingpho	marrisonnaga-Jingpho	jing1260	Sino-Tibetan	25.461826	97.329866	1
Jinsha Dai	idssegmented-jinshadai	nort1545	Hmong-Mien	26.7238	106.682	1
Jiongnai	chenhmongmien-Jiongnai	jion1236	Hmong-Mien	24.071002	110.105752	1
Jita	tls-Jita	jita1239	Atlantic-Congo	-1.62681	33.9141	1
Jiwarliny	bowernpny-Jiwarliny	djuw1238	Pama-Nyungan	-20.34239	122.28179	1
Jixi	liusinitic-Jixi	jixi1238	Sino-Tibetan	30.071111	118.592222	1
Ju'hoan	johanssonsoundsymbolic-Juhoan	juho1239	Kxa	-19.688	20.7673	1
Kabiyari 	huntergatherer-54	cabi1241	Arawakan	0.16101	-71.0622	1
Kagate	dhakalsouthwesttibetic-Kagate	kaga1252	Sino-Tibetan	27.4492	86.1675	1
Kagoshima	leejaponic-Kagoshima	nort2935	Japonic	28.20991	129.45346	1
Kaike	halenepal-Kaike	kaik1246	Sino-Tibetan	28.853	83.1384	1
Kaishana	walkerarawakan-Kaishana	kais1242	Arawakan	-2.5	-68.0	1
Kaiy	transnewguineaorg-kaiy	kaiy1239	Lakes Plain	-2.94448	138.161	1
Kalam	transnewguineaorg-kalam	kala1397	Nuclear Trans New Guinea	-5.25216	144.585	1
Kalinga (Minangali)	abvdphilippines-711	lowe1412	Austronesian	17.3441	121.311	1
Kalinga, Guinaang, Lubuagan Dialect	abvdphilippines-429	lubu1243	Austronesian	17.3879	121.0365	1
Kalinga, Southern	abvdphilippines-671	sout2908	Austronesian	17.2936	121.068	1
Kalkatungu	bowernpny-Kalkatungu	kalk1246	Pama-Nyungan	-21.0	139.5	1
Kalmyck	robbeetstriangulation-Kalmyck	kalm1244	Mongolic-Khitan	46.21	48.03	1
Kamano	transnewguineaorg-kamano	kama1370	Nuclear Trans New Guinea	-6.25829	145.728	1
Kamasau	johanssonsoundsymbolic-Kamasau	kama1367	Nuclear Torricelli	-3.8503	143.842	1
Kamba_kitu	tls-KambaKitu	kamb1297	Atlantic-Congo	-1.60827	37.9532	1
Kamsá	hubercolumbian-Kamsa	cams1241		1.14537	-76.8931	1
Kamula	transnewguineaorg-kamula	kamu1260	Kamula-Elevala	-7.28798	142.639	1
Kamviri	iecor-312	kamv1242	Indo-European	35.411	71.34	1
Kamwe-Futu	gravinachadic-KamweFutu	kamw1239	Afro-Asiatic	10.646	13.5136	1
Kanamalenga	mitterhoferbena-Kanamalenga	kana1293	Atlantic-Congo	-8.91872	34.63776	1
Karekare	kraftchadic-Karekare	kare1348	Afro-Asiatic	12.5176	10.8732	1
Kariyarra	bowernpny-Kariyarra	kari1304	Pama-Nyungan	-20.445	118.613	1
Kashararí	blumpanotacana-Kaxarari	kaxa1239	Pano-Tacanan	-9.47288	-66.3329	1
Kashmiri	iecor-40	kash1277	Indo-European	34.793	74.193	1
Kaure	transnewguineaorg-kaure	kaur1271	Kaure-Kosare	-3.39188	140.14	1
Kaurna	bowernpny-Kaurna	kaur1267	Pama-Nyungan	-34.34966141	138.4800794	1
Kawki	crossandean-Kawki	cauq1239	Aymaran	-12.71823	-75.913623	1
Kayan	luangthongkumkaren-Kayan	kaya1315	Sino-Tibetan	19.5183	97.4138	1
Kazhuo	yangyi-Kazhuo	kats1235	Sino-Tibetan	24.1478565	102.6653471	1
Kāmúku	polyglottaafricana-VIII-B-2	cind1241	Atlantic-Congo	10.3419	5.84212	1
Kepkiriwat	tuled-Kepkiriwat	kepk1241	Tupian	-11.66	-61.25	1
Ket	wold-Ket	kett1243	Yeniseian	64.0	87.0	1
Keuw	transnewguineaorg-keuw	kehu1238		-3.19328	136.14	1
Khakas	robbeetstriangulation-Khakas	khak1248	Turkic	50.74	107.17	1
Khalkha Mongolian	northeuralex-khk	halh1238	Mongolic-Khitan	48.32	106.29	1
Khamnigan	robbeetstriangulation-Kamnigan	kham1281	Mongolic-Khitan	49.29	119.8	1
Khaonh	sidwellbahnaric-khaonh	cent1992	Austroasiatic	12.6313	107.301	1
Khoina	bodtkhobwa-Khoina	khoi1253	Sino-Tibetan	27.334981	92.52994	1
Khoitam	bodtkhobwa-Khoitam	khoi1252	Sino-Tibetan	27.327487	92.439455	1
